hs_code,name,category,tariff_rate,vat,parent_directory_code,parent_directory_name,section_code,section_name
8479.71,-- من الأنواع المستعملة داخل المطارات,-- من الأنواع المستعملة داخل المطارات,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.79,-- غيرها,-- غيرها,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.81,-- لمعالجة المعادن بما في ذلك أجهزة لف الأسلاك الكهربائية,-- لمعالجة المعادن بما في ذلك أجهزة لف الأسلاك الكهربائية,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.82,-- آلات وأجهزة للخلط أو للعجن أو للكسر أو للجرش أو للسحق أو للغربلة أو للنخل أو للتجانس أو للإستحلاب أو للتحريك (321، 322، 323),-- آلات وأجهزة للخلط أو للعجن أو للكسر أو للجرش أو للسحق أو للغربلة أو للنخل أو للتجانس أو للإستحلاب أو للتحريك (321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.89.10,--- مطاحن بن بقدرة إنتاجية لا تقل عن 100 كغ في الساعة,--- مطاحن بن بقدرة إنتاجية لا تقل عن 100 كغ في الساعة,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.89.90,--- غيرها (321، 322، 323),--- غيرها (321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.90.10,--- معدة حصرا للآلات والأجهزة الداخلة في البنود الفرعية 8479.20 و8479.30 و8479.40 و8479.50 و8479.81 و 8479.89.10,--- معدة حصرا للآلات والأجهزة الداخلة في البنود الفرعية 8479.20 و8479.30 و8479.40 و8479.50 و8479.81 و 8479.89.10,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8479.90.90,--- غيرها (321، 322، 323),--- غيرها (321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.10,- صناديق قولبة لصب المعادن,- صناديق قولبة لصب المعادن,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.20,- قواعد قعر للقوالب,- قواعد قعر للقوالب,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.30,- أشكال للقوالب,- أشكال للقوالب,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.41,-- للقولبة بالزرق أو بالضغط,-- للقولبة بالزرق أو بالضغط,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.49,-- غيرها,-- غيرها,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.50,- قوالب للزجاج,- قوالب للزجاج,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.60,- قوالب للمواد المعدنية,- قوالب للمواد المعدنية,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.71,-- للقولبة بالزرق أو بالضغط,-- للقولبة بالزرق أو بالضغط,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8480.79,-- غيرها,-- غيرها,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.10,- صمامات تخفيض الضغط (311، 312، 313، 321، 322، 323),- صمامات تخفيض الضغط (311، 312، 313، 321، 322، 323),20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.20,- صمامات لأعمال نقل الحركة بالهيدروليك الزيتي أو بالهواء المضغوط (311، 312، 313، 321، 322، 323),- صمامات لأعمال نقل الحركة بالهيدروليك الزيتي أو بالهواء المضغوط (311، 312، 313، 321، 322، 323),20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.30,- صمامات بلسان أو صمامات الحجز (ضد الرجوع) (311، 312، 313، 321، 322، 323),- صمامات بلسان أو صمامات الحجز (ضد الرجوع) (311، 312، 313، 321، 322، 323),20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.40,- صمامات الأمان أوالفائض (311، 312، 313، 321، 322، 323),- صمامات الأمان أوالفائض (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.80.10,--- حواجز بسيطة يتجاوز قطرها الداخلي 11 سم,--- حواجز بسيطة يتجاوز قطرها الداخلي 11 سم,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.80.20,--- حواجز بسيطة أخرى لا يتجاوز قطرها الداخلي 11 سم,--- حواجز بسيطة أخرى لا يتجاوز قطرها الداخلي 11 سم,20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.80.30,--- حنفيات من نحاس ونحاس منكل، بما فيها المعدة للحمامات,--- حنفيات من نحاس ونحاس منكل، بما فيها المعدة للحمامات,20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.80.40,--- حنفيات صغيرة معقّمة من لدائن، للاستعمالات الطبيّة,--- حنفيات صغيرة معقّمة من لدائن، للاستعمالات الطبيّة,20 %,0 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.80.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.90.10,--- تركيبات ورؤوس نافثة للسوائل، تعمل باليد، معدة للقناني والقوارير وغيرها من الأوعية، من الأنواع المستعملة في تعبئة محضرات الصناعات الكيميائية كالعطور ومواد التطرية والتجميل ومبيدات الحشرات (322),--- تركيبات ورؤوس نافثة للسوائل، تعمل باليد، معدة للقناني والقوارير وغيرها من الأوعية، من الأنواع المستعملة في تعبئة محضرات الصناعات الكيميائية كالعطور ومواد التطرية والتجميل ومبيدات الحشرات (322),20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8481.90.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),20 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.10,- مدحرجات ذات كرات (بول بيرنج)(322، 323),- مدحرجات ذات كرات (بول بيرنج)(322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.20,- مدحرجات ذات محادل مخروطية، بما فيها المخاريط والمحادل المخروطية المجمعة (322، 323),- مدحرجات ذات محادل مخروطية، بما فيها المخاريط والمحادل المخروطية المجمعة (322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.30,- مدحرجات ذات محادل بشكل براميل (322، 323),- مدحرجات ذات محادل بشكل براميل (322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.40,- مدحرجات ذات إبر (322، 323),- مدحرجات ذات إبر (322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.50,- مدحرجات ذات محادل أسطوانية (322، 323),- مدحرجات ذات محادل أسطوانية (322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.80,- غيرها، بما فيها المدحرجات المختلطة (322، 323),- غيرها، بما فيها المدحرجات المختلطة (322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.91,-- كرات، بكرات، محادل وإبر,-- كرات، بكرات، محادل وإبر,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8482.99,-- غيرها (322),-- غيرها (322),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.10.10,--- معدة لمحركات السيارات والدراجات النارية,--- معدة لمحركات السيارات والدراجات النارية,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.10.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.20,- كراسي ذات مدحرجات مندمجة,- كراسي ذات مدحرجات مندمجة,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.30.10,--- كراسي بدون مدحرجات مندمجة,--- كراسي بدون مدحرجات مندمجة,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.30.20,--- سبائك معدة لمحركات السيارات والدراجات النارية,--- سبائك معدة لمحركات السيارات والدراجات النارية,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.30.30,--- سبائك أخر (311، 312، 313، 321، 322، 323),--- سبائك أخر (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.40.10,--- معدة لمحركات السيارات والدراجات النارية,--- معدة لمحركات السيارات والدراجات النارية,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.40.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.50.10,--- معدة لمحركات السيارات والدراجات النارية,--- معدة لمحركات السيارات والدراجات النارية,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.50.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.60.10,--- معدة لمحركات السيارات والدراجات النارية,--- معدة لمحركات السيارات والدراجات النارية,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.60.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.90.10,--- معدة لمحركات السيارات والدراجات النارية,--- معدة لمحركات السيارات والدراجات النارية,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8483.90.90,--- غيرها (311، 312، 313، 321، 322، 323),--- غيرها (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8484.10,- فواصل وما يماثلها من ألواح معدنية متحدة مع مادة أخرى أو مؤلفة من طبقتين أو أكثر من معدن (322),- فواصل وما يماثلها من ألواح معدنية متحدة مع مادة أخرى أو مؤلفة من طبقتين أو أكثر من معدن (322),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8484.20,- فواصل آلية مانعة للتسرب (322),- فواصل آلية مانعة للتسرب (322),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8484.90,- غيرها (322),- غيرها (322),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8486.10,- آلات وأجهزة لصناعة السبائك أو الصفائح,- آلات وأجهزة لصناعة السبائك أو الصفائح,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8486.20,- آلات وأجهزة لصناعة التجهيزات شبه الموصلة أو الدارات الالكترونية المتكاملة,- آلات وأجهزة لصناعة التجهيزات شبه الموصلة أو الدارات الالكترونية المتكاملة,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8486.30,- آلات وأجهزة لصناعة تجهيزات لوحات العرض ذات الشاشات المسطحة,- آلات وأجهزة لصناعة تجهيزات لوحات العرض ذات الشاشات المسطحة,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8486.40,- آلات وأجهزة مذكورة في الملاحظة 9-ج من هذا الفصل (321، 322، 323),- آلات وأجهزة مذكورة في الملاحظة 9-ج من هذا الفصل (321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8486.90.10,--- لأصناف البند 8486.40 (322),--- لأصناف البند 8486.40 (322),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8486.90.90,--- غيرها,--- غيرها,0 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8487.10,- مراوح للسفن وريشها,- مراوح للسفن وريشها,5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8487.90,- غيرها (311، 312، 313، 321، 322، 323),- غيرها (311، 312، 313، 321، 322، 323),5 %,11 %,84,مفاعلات ومراجل وآلات وأجهزة وأدوات آلية,16,آلات واجهزة كهربائية
8501.10,- محركات لا تزيد قدرتها عن 37.5 W (322، 323),- محركات لا تزيد قدرتها عن 37.5 W (322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.20.10,--- لا تزيد قدرتها عن 750 W (322، 323),--- لا تزيد قدرتها عن 750 W (322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.20.90,--- غيرها (322),--- غيرها (322),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.31,-- لا تزيد قدرتها عن 750 W (322، 323),-- لا تزيد قدرتها عن 750 W (322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.32.10,--- مولدات لا تتجاوز قدرتها 5 KW,--- مولدات لا تتجاوز قدرتها 5 KW,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.32.90,--- غيرها,--- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.33,-- تزيد قدرتها عن 75 KW ولا تتجاوز 375 KW,-- تزيد قدرتها عن 75 KW ولا تتجاوز 375 KW,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.34,-- تزيد قدرتها عن 375 KW,-- تزيد قدرتها عن 375 KW,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.40.10,--- لا تزيد قدرتها عن 750 W (322),--- لا تزيد قدرتها عن 750 W (322),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.40.90,--- غيرها,--- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.51,-- لا تزيد قدرتها عن 750 W (322، 323),-- لا تزيد قدرتها عن 750 W (322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.52,-- تزيد قدرتها عن 750 W ولا تتجاوز 75 KW,-- تزيد قدرتها عن 750 W ولا تتجاوز 75 KW,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.53,-- تزيد قدرتها عن 75 KW,-- تزيد قدرتها عن 75 KW,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.61.10,--- لا تزيد قدرتها عن 5 KVA,--- لا تزيد قدرتها عن 5 KVA,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.61.90,--- غيرها,--- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.62,-- تزيد قدرتها عن 75 KVA ولا تتجاوز 375 KVA,-- تزيد قدرتها عن 75 KVA ولا تتجاوز 375 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.63,-- تزيد قدرتها عن 375 KVA ولا تتجاوز 750 KVA,-- تزيد قدرتها عن 375 KVA ولا تتجاوز 750 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8501.64,-- تزيد قدرتها عن 750 KVA,-- تزيد قدرتها عن 750 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.11.10,--- لا تزيد قدرتها عن 5 KVA,--- لا تزيد قدرتها عن 5 KVA,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.11.90,--- غيرها,--- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.12,-- تزيد قدرتها عن 75 KVA ولا تتجاوز 375 KVA,-- تزيد قدرتها عن 75 KVA ولا تتجاوز 375 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.13,-- تزيد قدرتها عن 375 KVA,-- تزيد قدرتها عن 375 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.20.10,--- لا تزيد قدرتها عن 5 KVA,--- لا تزيد قدرتها عن 5 KVA,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.20.90,--- غيرها,--- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.31,-- بالطاقة الهوائية,-- بالطاقة الهوائية,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.39,-- غيرها,-- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8502.40,- مغيرات دوارة للتيار الكهربائي,- مغيرات دوارة للتيار الكهربائي,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8503.00.10,--- معدة لأصناف البنود الفرعية 8501.10 و8501.20.10 و 8501.31 و 8501.32.10 و 8501.61.10 و 8502.11.10 و8502.20.10 (322),--- معدة لأصناف البنود الفرعية 8501.10 و8501.20.10 و 8501.31 و 8501.32.10 و 8501.61.10 و 8502.11.10 و8502.20.10 (322),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8503.00.90,--- غيرها,--- غيرها,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.10,- مثبتات التيار (بالاست) لمصابيح أو أنابيب التفريغ (322),- مثبتات التيار (بالاست) لمصابيح أو أنابيب التفريغ (322),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.21.10,--- ذات توتر إسمي للعزل لا يتجاوز 36000 V,--- ذات توتر إسمي للعزل لا يتجاوز 36000 V,10 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.21.90,--- غيرها (321، 322، 323),--- غيرها (321، 322، 323),10 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.22.10,--- لا تزيد قدرتها عن 2000 KVA، وذات توتر إسمي للعزل لا يتجاوز 36000 V,--- لا تزيد قدرتها عن 2000 KVA، وذات توتر إسمي للعزل لا يتجاوز 36000 V,10 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.22.90,--- غيرها (321، 322، 323),--- غيرها (321، 322، 323),10 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.23,-- تزيد قدرتها عن 10000 KVA (321، 322، 323),-- تزيد قدرتها عن 10000 KVA (321، 322، 323),10 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.31,-- لا تزيد قدرتها عن 1 KVA (322),-- لا تزيد قدرتها عن 1 KVA (322),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.32.10,--- من الأنواع المستعملة حصرا لأنابيب النيون (ذات قطب سالب بارد),--- من الأنواع المستعملة حصرا لأنابيب النيون (ذات قطب سالب بارد),0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.32.90,--- غيرها (312، 313، 321، 322، 323),--- غيرها (312، 313، 321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.33,-- تزيد قدرتها عن 16 KVA ولا تتجاوز 500 KVA,-- تزيد قدرتها عن 16 KVA ولا تتجاوز 500 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.34,-- تزيد قدرتها عن 500 KVA,-- تزيد قدرتها عن 500 KVA,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.40,- مغيرات ساكنة (312، 313، 321، 322، 323),- مغيرات ساكنة (312، 313، 321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.50,- وشائع تأثير كهربائي أخر,- وشائع تأثير كهربائي أخر,0 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8504.90,- أجزاء (312، 313، 321، 322، 323),- أجزاء (312، 313، 321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8505.11,-- من معدن (321، 322، 323),-- من معدن (321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8505.19,-- غيرها (321، 322، 323),-- غيرها (321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8505.20,- مناولات ومعشقات ومغيرات سرعة وفرامل، مغناطيسية كهربائية (321، 322، 323),- مناولات ومعشقات ومغيرات سرعة وفرامل، مغناطيسية كهربائية (321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8505.90,- غيرها، بما في ذلك الأجزاء (321، 322، 323),- غيرها، بما في ذلك الأجزاء (321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.10,- بثاني أوكسيد المنغنيز,- بثاني أوكسيد المنغنيز,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.30,- بأوكسيد الزئبق,- بأوكسيد الزئبق,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.40,- بأوكسيد الفضة,- بأوكسيد الفضة,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.50,- بالليتيوم,- بالليتيوم,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.60,- بالهواء والزنك معا,- بالهواء والزنك معا,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.80,- غيرها من البطاريّات ومجموعات االبطاريّات,- غيرها من البطاريّات ومجموعات االبطاريّات,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8506.90,- أجزاء,- أجزاء,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.10,- بالرصاص، من الأنواع المستعملة لإطلاق المحركات ذات المكابس,- بالرصاص، من الأنواع المستعملة لإطلاق المحركات ذات المكابس,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.20,- مدخرات أخرى بالرصاص,- مدخرات أخرى بالرصاص,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.30,- بالنيكل كادميوم,- بالنيكل كادميوم,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.40,- بالنيكل حديد,- بالنيكل حديد,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.50,- هيدريدات معدن النيكل,- هيدريدات معدن النيكل,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.60,- ايونات الليثيوم,- ايونات الليثيوم,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.80,- مدخرات أخرى,- مدخرات أخرى,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8507.90,- أجزاء (322),- أجزاء (322),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8508.11,-- لا تزيد قدرتها عن 1500 W مزودة بأكياس غبار أو أوعية أخرى بسعة لا تزيد عن 20 ليتر,-- لا تزيد قدرتها عن 1500 W مزودة بأكياس غبار أو أوعية أخرى بسعة لا تزيد عن 20 ليتر,5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
8508.19,-- غيرها (321، 322، 323),-- غيرها (321، 322، 323),5 %,11 %,85,آلات وأجهزة كهربائية وأجزاؤهـــــا,16,آلات واجهزة كهربائية
