hs_code,name,category,tariff_rate,vat,parent_directory_code,parent_directory_name,section_code,section_name
0101.21,-- أصيلة للإنسال,-- أصيلة للإنسال,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0101.29,-- غيرها,-- غيرها,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0101.30,- حمير,- حمير,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0101.90,- غيرها,- غيرها,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0102.21,-- أصيلة للإنسال,-- أصيلة للإنسال,0 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0102.29,-- غيرها,-- غيرها,0 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0102.31,-- أصيلة للإنسال,-- أصيلة للإنسال,0 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0102.39,-- غيرها,-- غيرها,0 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0102.90,- غيرها,- غيرها,0 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0103.10,- أصيلة للإنسال,- أصيلة للإنسال,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0103.91,-- تزن أقل من 50 كغ,-- تزن أقل من 50 كغ,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0103.92,-- تزن 50 كغ أو أكثر,-- تزن 50 كغ أو أكثر,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0104.10,- ضأن,- ضأن,0 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0104.20,- ماعز,- ماعز,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.11,"-- دواجن من انواع ""غالوس دومستيكوس""","-- دواجن من انواع ""غالوس دومستيكوس""",5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.12,-- حبش (ديوك ودجاجات رومية),-- حبش (ديوك ودجاجات رومية),5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.13,-- بط,-- بط,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.14,-- إوز,-- إوز,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.15,-- غرغر (دجاج سوداني),-- غرغر (دجاج سوداني),5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.94,"-- دواجن من انواع ""غالوس دومستيكوس""","-- دواجن من انواع ""غالوس دومستيكوس""",70 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0105.99,-- غيرها,-- غيرها,5 %,0 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.11,-- رئيسات (هباريات، قرديات، بشريات),-- رئيسات (هباريات، قرديات، بشريات),5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.12,-- حيتان ودلافين وخنازير البحر (ثدييات من رتبة الحوتيات)؛ خراف البحر واطم (ثدييات من رتبة الخيلانيات)؛ الفقمة وأسود البحر والفظ (ثدييات من فئة زعنفيات الأقدام),-- حيتان ودلافين وخنازير البحر (ثدييات من رتبة الحوتيات)؛ خراف البحر واطم (ثدييات من رتبة الخيلانيات)؛ الفقمة وأسود البحر والفظ (ثدييات من فئة زعنفيات الأقدام),5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.13,-- جمال وغيرها من الإبل (جمليات من رتبة مزدوجات الأصابع),-- جمال وغيرها من الإبل (جمليات من رتبة مزدوجات الأصابع),5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.14,-- أرانب وأرانب برية,-- أرانب وأرانب برية,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.19,-- غيرها,-- غيرها,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.20,- زواحف(بما فيها الأفاعي وسلاحف البحر),- زواحف(بما فيها الأفاعي وسلاحف البحر),5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.31,-- جوارح,-- جوارح,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.32,-- من ذوات المخالب للتسلق (بما فيها البباغاوات والدرّات والببغاوات الأميركية الكبيرة والكتوات),-- من ذوات المخالب للتسلق (بما فيها البباغاوات والدرّات والببغاوات الأميركية الكبيرة والكتوات),5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.33,-- نعام؛ الأمو (درومايوس نوفا هولانديا),-- نعام؛ الأمو (درومايوس نوفا هولانديا),5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.39,-- غيرها,-- غيرها,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.41,-- نحل,-- نحل,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.49,-- غيرها,-- غيرها,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0106.90,- غيرها,- غيرها,5 %,11 %,01,حيوانات حية,01,حيوانات ومنتجات حيوانية
0201.10,- ذبائح كاملة وأنصاف ذبائح,- ذبائح كاملة وأنصاف ذبائح,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0201.20,- قطع أخر بعظمها,- قطع أخر بعظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0201.30,- بدون عظمها,- بدون عظمها,0 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0202.10,- ذبائح كاملة وأنصاف ذبائح,- ذبائح كاملة وأنصاف ذبائح,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0202.20,- قطع أخر بعظمها,- قطع أخر بعظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0202.30,- بدون عظمها,- بدون عظمها,0 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0203.11,-- ذبائح كاملة وأنصاف ذبائح,-- ذبائح كاملة وأنصاف ذبائح,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0203.12,-- أفخاذ وأكتاف وقطعها، بعظمها,-- أفخاذ وأكتاف وقطعها، بعظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0203.19,-- غيرها,-- غيرها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0203.21,-- ذبائح كاملة وأنصاف ذبائح,-- ذبائح كاملة وأنصاف ذبائح,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0203.22,-- أفخاذ وأكتاف وقطعها، بعظمها,-- أفخاذ وأكتاف وقطعها، بعظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0203.29,-- غيرها,-- غيرها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.10,- ذبائح حملان كاملة وأنصاف ذبائح حملان، طازجة أو مبردة,- ذبائح حملان كاملة وأنصاف ذبائح حملان، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.21,-- ذبائح كاملة وأنصاف ذبائح,-- ذبائح كاملة وأنصاف ذبائح,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.22,-- قطع أخر بعظمها,-- قطع أخر بعظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.23,-- بدون عظمها,-- بدون عظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.30,- ذبائح حملان كاملة وأنصاف ذبائح حملان، مجمدة,- ذبائح حملان كاملة وأنصاف ذبائح حملان، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.41,-- ذبائح كاملة وأنصاف ذبائح,-- ذبائح كاملة وأنصاف ذبائح,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.42,-- قطع أخر بعظمها,-- قطع أخر بعظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.43,-- بدون عظمها,-- بدون عظمها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0204.50,- لحوم فصيلة الماعز,- لحوم فصيلة الماعز,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0205.00,لحوم فصائل الخيول والحمير والبغال، طازجة أو مبردة أو مجمدة.,لحوم فصائل الخيول والحمير والبغال، طازجة أو مبردة أو مجمدة.,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.10,- من فصيلة الأبقار، طازجة أو مبردة,- من فصيلة الأبقار، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.21,-- ألسنة,-- ألسنة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.22,-- أكباد,-- أكباد,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.29,-- غيرها,-- غيرها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.30,- من فصيلة الخنازير، طازجة أو مبردة,- من فصيلة الخنازير، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.41,-- أكباد,-- أكباد,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.49,-- غيرها,-- غيرها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.80,- غيرها، طازجة أو مبردة,- غيرها، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0206.90,- غيرها، مجمدة,- غيرها، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.11,-- غير مقطعة، طازجة أو مبردة,-- غير مقطعة، طازجة أو مبردة,20 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.12,-- غير مقطعة، مجمدة,-- غير مقطعة، مجمدة,20 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.13,-- قطع وأحشاء، طازجة أو مبردة,-- قطع وأحشاء، طازجة أو مبردة,20 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.14,-- قطع وأحشاء، مجمدة,-- قطع وأحشاء، مجمدة,20 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.24,-- غير مقطعة، طازجة أو مبردة,-- غير مقطعة، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.25,-- غير مقطعة، مجمدة,-- غير مقطعة، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.26,-- قطع وأحشاء، طازجة أو مبردة,-- قطع وأحشاء، طازجة أو مبردة,70 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.27,-- قطع وأحشاء، مجمدة,-- قطع وأحشاء، مجمدة,70 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.41,-- غير مقطعة، طازجة أو مبردة,-- غير مقطعة، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.42,-- غير مقطعة، مجمدة,-- غير مقطعة، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.43,-- أكباد دسمة، طازجة أو مبردة,-- أكباد دسمة، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.44,-- غيرها، طازجة أو مبردة,-- غيرها، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.45,-- غيرها، مجمدة,-- غيرها، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.51,-- غير مقطعة، طازجة أو مبردة,-- غير مقطعة، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.52,-- غير مقطعة، مجمدة,-- غير مقطعة، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.53,-- أكباد دسمة، طازجة أو مبردة,-- أكباد دسمة، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.54,-- غيرها، طازجة أو مبردة,-- غيرها، طازجة أو مبردة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.55,-- غيرها، مجمدة,-- غيرها، مجمدة,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0207.60,- من غرغر (دجاج سوداني),- من غرغر (دجاج سوداني),5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0208.10,- أرانب أليفة أو برية,- أرانب أليفة أو برية,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0208.30,- من رئيسات,- من رئيسات,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0208.40,- من حيتان ودلافين وخنازير البحر (ثدييات من رتبة الحوتيات)؛ من خراف البحر واطم (ثدييات من رتبة الخيلانيات)؛ من الفقمة وأسود البحر والفظ (ثدييات من فئة زعنفيات الأقدام),- من حيتان ودلافين وخنازير البحر (ثدييات من رتبة الحوتيات)؛ من خراف البحر واطم (ثدييات من رتبة الخيلانيات)؛ من الفقمة وأسود البحر والفظ (ثدييات من فئة زعنفيات الأقدام),5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0208.50,- من الزواحف (بما فيها الأفاعي وسلاحف البحر),- من الزواحف (بما فيها الأفاعي وسلاحف البحر),5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0208.60,- من جمال وغيرها من الإبل (جمليات من رتبة مزدوجات الأصابع),- من جمال وغيرها من الإبل (جمليات من رتبة مزدوجات الأصابع),5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0208.90,- غيرها,- غيرها,5 %,0 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0209.10,- من خنازير,- من خنازير,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0209.90,- غيرها,- غيرها,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.11,-- أفخاذ أو أكتاف وقطعها، بعظمها,-- أفخاذ أو أكتاف وقطعها، بعظمها,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.12,-- صدور يتخللها شحم، وقطعها,-- صدور يتخللها شحم، وقطعها,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.19,-- غيرها,-- غيرها,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.20,- لحوم حيوانات فصيلة الأبقار,- لحوم حيوانات فصيلة الأبقار,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.91,-- من رئيسات,-- من رئيسات,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.92,-- حيتان ودلافين وخنازير البحر (ثدييات من رتبة الحوتيات)؛ من خراف البحر واطم (ثدييات من رتبة الخيلانيات)؛ من الفقمة وأسود البحر والفظ (ثدييات من فئة زعنفيات الأقدام),-- حيتان ودلافين وخنازير البحر (ثدييات من رتبة الحوتيات)؛ من خراف البحر واطم (ثدييات من رتبة الخيلانيات)؛ من الفقمة وأسود البحر والفظ (ثدييات من فئة زعنفيات الأقدام),5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.93,-- من الزواحف (بما فيها الأفاعي وسلاحف البحر),-- من الزواحف (بما فيها الأفاعي وسلاحف البحر),5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0210.99,-- غيرها,-- غيرها,5 %,11 %,02,لحوم وأحشاء وأطراف للأكل,01,حيوانات ومنتجات حيوانية
0301.11,-- للمياه العذبة,-- للمياه العذبة,5 %,11 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.19,-- غيرها,-- غيرها,5 %,11 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.91,-- سمك الترويت (سالمو تروتا، أونكورينكوس ميكيس، أونكورينكوس كلاركي أونكورينكوس أغوابونيتا، أونكورينكوس جيلاى، أونكورينكوس أباش، أونكورينكوس كريزوغاستر),-- سمك الترويت (سالمو تروتا، أونكورينكوس ميكيس، أونكورينكوس كلاركي أونكورينكوس أغوابونيتا، أونكورينكوس جيلاى، أونكورينكوس أباش، أونكورينكوس كريزوغاستر),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.92,-- سمك الأنقليس (من نوع أنغويلا),-- سمك الأنقليس (من نوع أنغويلا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.93,-- سمك الشبوط (من نوع سيبرينوس، من نوع كاراسيوس ، ستينوفارينجودون اديلوس، من نوع هيبو فثال ميكثيس، من نوع سيرينوس، ميلوفارينجودون بيسوس، كاتلا كاتلا، من نوع لابيو، اوستيوشيلوس هاسلتي، ليبتوباربوس هوفيني، ومن نوع ميغالوبراما),-- سمك الشبوط (من نوع سيبرينوس، من نوع كاراسيوس ، ستينوفارينجودون اديلوس، من نوع هيبو فثال ميكثيس، من نوع سيرينوس، ميلوفارينجودون بيسوس، كاتلا كاتلا، من نوع لابيو، اوستيوشيلوس هاسلتي، ليبتوباربوس هوفيني، ومن نوع ميغالوبراما),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.94,-- سمك تونه أحمر من المحيط الأطلنطي والمحيط الهادي (ثونوس ثينوس، ثونوس أورينتاليس),-- سمك تونه أحمر من المحيط الأطلنطي والمحيط الهادي (ثونوس ثينوس، ثونوس أورينتاليس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.95,-- سمك تونة أحمر من الجنوب (تونوس ماكويي),-- سمك تونة أحمر من الجنوب (تونوس ماكويي),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0301.99,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.11,-- سمك الترويت (سالمو تروتا، أونكورينكوس ميكيس، أونكورينكوس كلاركي، أونكورينكوس أغوابونيتا، أونكورينكوس جيلاى، أونكورينكوس أباش، أونكورينكوس كريزوغاستر),-- سمك الترويت (سالمو تروتا، أونكورينكوس ميكيس، أونكورينكوس كلاركي، أونكورينكوس أغوابونيتا، أونكورينكوس جيلاى، أونكورينكوس أباش، أونكورينكوس كريزوغاستر),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.13,-- سمك سلمون المحيط الهادي (أونكورينكوس نركا، أونكورينكوس غوربوشا، أونكورينكوس كيتا، أونكورينكوس تشاويتشا، أونكورينكوس كيسوتش، أونكورينكوس ماسو وأونكورينكوس رودوروس) (322),-- سمك سلمون المحيط الهادي (أونكورينكوس نركا، أونكورينكوس غوربوشا، أونكورينكوس كيتا، أونكورينكوس تشاويتشا، أونكورينكوس كيسوتش، أونكورينكوس ماسو وأونكورينكوس رودوروس) (322),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.14,-- سمك سلمون المحيط الأطلنطي (سالمو سالار) وسمك سلمون الدانوب (هوكو هوكو) (322),-- سمك سلمون المحيط الأطلنطي (سالمو سالار) وسمك سلمون الدانوب (هوكو هوكو) (322),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.19,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.21,-- سمك قفندر(رينهاردتيوس هيبوغلوسويد أو هيبوغلوسس هيبوغلوسس أو هيبوغلوسس ستينوليبيس),-- سمك قفندر(رينهاردتيوس هيبوغلوسويد أو هيبوغلوسس هيبوغلوسس أو هيبوغلوسس ستينوليبيس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.22,-- سمك هوشع (بلورونكتس بلاتيسا),-- سمك هوشع (بلورونكتس بلاتيسا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.23,-- سمك موسى (من نوع سوليا),-- سمك موسى (من نوع سوليا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.24,-- سمك الترس (بسيتا ماكسيما),-- سمك الترس (بسيتا ماكسيما),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.29,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.31,-- سمك تونة أبيض (ثونوس ألالونغا),-- سمك تونة أبيض (ثونوس ألالونغا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.32,-- سمك تونة ذات زعانف صفراء(ثونوس ألبكارس),-- سمك تونة ذات زعانف صفراء(ثونوس ألبكارس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.33,-- سمك بونيت مخطط البطن,-- سمك بونيت مخطط البطن,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.34,-- سمك تونة بدين (من نوع تونوس أوبيزوس),-- سمك تونة بدين (من نوع تونوس أوبيزوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.35,-- سمك تونه أحمر من المحيط الأطلنطي والمحيط الهادي (ثونوس ثينوس، ثونوس أورينتاليس),-- سمك تونه أحمر من المحيط الأطلنطي والمحيط الهادي (ثونوس ثينوس، ثونوس أورينتاليس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.36,-- سمك تونة أحمر من الجنوب (تونوس ماكويي),-- سمك تونة أحمر من الجنوب (تونوس ماكويي),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.39,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.41,-- سمك الرنجة (كلوبيا هارنغس، كلوبيا بالاسي),-- سمك الرنجة (كلوبيا هارنغس، كلوبيا بالاسي),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.42,-- سمك الأنشوفة (من نوع انغراوليس),-- سمك الأنشوفة (من نوع انغراوليس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.43,-- سمك السردين (سردينا بيلكاردوس ومن نوع ساردينوبس)، وساردينيلا (من نوع ساردينيلا)، ورنجه صغيرة أو أسبرط (سبراتوس سبراتوس),-- سمك السردين (سردينا بيلكاردوس ومن نوع ساردينوبس)، وساردينيلا (من نوع ساردينيلا)، ورنجه صغيرة أو أسبرط (سبراتوس سبراتوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.44,-- سمك الإسقمري (سكومبر سكمبروس، سكومبر اوسترالاسيكوس، سكومبر جابونيكوس),-- سمك الإسقمري (سكومبر سكمبروس، سكومبر اوسترالاسيكوس، سكومبر جابونيكوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.45,-- سمك جاك واسقمري الحصان (من نوع تراتشوروس),-- سمك جاك واسقمري الحصان (من نوع تراتشوروس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.46,-- سمك كوبيا (راتشيسينترون كانادوم),-- سمك كوبيا (راتشيسينترون كانادوم),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.47,-- سمك سيف (زيفياس غلاديوس),-- سمك سيف (زيفياس غلاديوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.49,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.51,-- سمك القد (غادوس موريا، غادوس أوجاك، غادوس ماكروسيفالوس),-- سمك القد (غادوس موريا، غادوس أوجاك، غادوس ماكروسيفالوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.52,-- سمك الحدوق (ميلانوغراموس ايغليفينوس),-- سمك الحدوق (ميلانوغراموس ايغليفينوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.53,-- سمك الفحم (الأسود) (بولاتشيوس فيرنس),-- سمك الفحم (الأسود) (بولاتشيوس فيرنس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.54,-- سمك نازلي (من نوع ميرلوتشيوس ومن نوع يوروفيسيس),-- سمك نازلي (من نوع ميرلوتشيوس ومن نوع يوروفيسيس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.55,-- سمك الاسكا بولاك Alaska Pollack (ثيراغرا كالكوغراما),-- سمك الاسكا بولاك Alaska Pollack (ثيراغرا كالكوغراما),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.56,-- سمك ميرلان الأزرق (ميكروميسيستيوس بوتاسو، ميكروميسيستيوس أوستراليس),-- سمك ميرلان الأزرق (ميكروميسيستيوس بوتاسو، ميكروميسيستيوس أوستراليس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.59,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.71,-- سمك البلطي (من نوع أوريوكرومس),-- سمك البلطي (من نوع أوريوكرومس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
